Date,Hour,Value,MonthBlock,IsCancelled,IsPrivate
2025-06-27,17:00:00,M,6,0,0
2025-06-27,17:00:00,H,6,0,0
2025-06-27,17:00:00,WBD,6,0,0
2025-06-28,17:00:00,H!,6,0,0
2025-06-28,17:00:00,WBD,6,0,0
2025-06-29,17:00:00,H,6,0,0
2025-06-30,17:00:00,H!,6,0,0
2025-06-30,17:00:00,WBD,6,0,0
2025-06-15,21:00:00,?,6,0,0
2025-06-16,21:00:00,PRIVATE,6,0,1
2025-06-17,21:00:00,PRIVATE,6,0,1
2025-06-18,21:00:00,CANCELLED,6,1,0
2025-06-19,21:00:00,PRIVATE,6,0,1
2025-06-20,21:00:00,CANCELLED,6,1,0
2025-06-21,21:00:00,?,6,0,0
2025-06-22,21:00:00,PRIVATE,6,0,1
2025-06-23,21:00:00,PRIVATE,6,0,1
2025-06-24,21:00:00,PRIVATE,6,0,1
2025-06-25,21:00:00,H,6,0,0
2025-06-25,21:00:00,WBD,6,0,0
2025-06-26,21:00:00,PRIVATE,6,0,1
2025-06-28,21:00:00,CANCELLED,6,1,0
2025-06-30,21:00:00,PRIVATE,6,0,1
2025-07-01,09:00:00,H,7,0,0
2025-07-01,09:00:00,WBD,7,0,0
2025-07-02,09:00:00,H,7,0,0
2025-07-03,09:00:00,H!,7,0,0
2025-07-03,09:00:00,M,7,0,0
2025-07-03,09:00:00,P,7,0,0
2025-07-04,09:00:00,H!,7,0,0
2025-07-04,09:00:00,M,7,0,0
2025-07-04,09:00:00,WBD,7,0,0
2025-07-05,09:00:00,H,7,0,0
2025-07-05,09:00:00,M,7,0,0
2025-07-06,09:00:00,CANCELLED,7,1,0
2025-07-07,09:00:00,M,7,0,0
2025-07-07,09:00:00,H,7,0,0
2025-07-08,09:00:00,H!,7,0,0
2025-07-09,09:00:00,H,7,0,0
2025-07-09,09:00:00,M,7,0,0
2025-07-09,09:00:00,WBD,7,0,0
2025-07-10,09:00:00,H,7,0,0
2025-07-10,09:00:00,M,7,0,0
2025-07-10,09:00:00,WBD,7,0,0
2025-07-11,09:00:00,H!,7,0,0
2025-07-11,09:00:00,M,7,0,0
2025-07-11,09:00:00,WBD,7,0,0
2025-07-12,09:00:00,H,7,0,0
2025-07-12,09:00:00,M,7,0,0
2025-07-12,09:00:00,WBD,7,0,0
2025-07-13,09:00:00,H,7,0,0
2025-07-13,09:00:00,M,7,0,0
2025-07-13,09:00:00,WBD,7,0,0
2025-07-13,09:00:00,P,7,0,0
2025-07-14,09:00:00,H,7,0,0
2025-07-14,09:00:00,M,7,0,0
2025-07-14,09:00:00,WBD,7,0,0
2025-07-15,09:00:00,H,7,0,0
2025-07-15,09:00:00,M,7,0,0
2025-07-15,09:00:00,WBD,7,0,0
2025-07-16,09:00:00,H!,7,0,0
2025-07-16,09:00:00,M,7,0,0
2025-07-16,09:00:00,WBD,7,0,0
2025-07-16,09:00:00,L,7,0,0
2025-07-17,09:00:00,M,7,0,0
2025-07-17,09:00:00,WBD,7,0,0
2025-07-18,09:00:00,H,7,0,0
2025-07-18,09:00:00,M,7,0,0
2025-07-18,09:00:00,WBD,7,0,0
2025-07-19,09:00:00,H!,7,0,0
2025-07-19,09:00:00,M,7,0,0
2025-07-19,09:00:00,WBD,7,0,0
2025-07-20,09:00:00,H,7,0,0
2025-07-20,09:00:00,M,7,0,0
2025-07-20,09:00:00,WBD,7,0,0
2025-07-21,09:00:00,H,7,0,0
2025-07-21,09:00:00,M,7,0,0
2025-07-21,09:00:00,WBD,7,0,0
2025-07-22,09:00:00,H,7,0,0
2025-07-22,09:00:00,M,7,0,0
2025-07-22,09:00:00,WBD,7,0,0
2025-07-23,09:00:00,H,7,0,0
2025-07-23,09:00:00,M,7,0,0
2025-07-23,09:00:00,WBD,7,0,0
2025-07-24,09:00:00,CANCELLED,7,1,0
2025-07-25,09:00:00,H,7,0,0
2025-07-25,09:00:00,M,7,0,0
2025-07-25,09:00:00,WBD,7,0,0
2025-07-26,09:00:00,H,7,0,0
2025-07-26,09:00:00,M,7,0,0
2025-07-26,09:00:00,WBD,7,0,0
2025-07-26,09:00:00,P,7,0,0
2025-07-27,09:00:00,H,7,0,0
2025-07-27,09:00:00,M,7,0,0
2025-07-28,09:00:00,M,7,0,0
2025-07-28,09:00:00,WBD,7,0,0
2025-07-29,09:00:00,H,7,0,0
2025-07-29,09:00:00,M,7,0,0
2025-07-29,09:00:00,WBD,7,0,0
2025-07-30,09:00:00,H,7,0,0
2025-07-31,09:00:00,H,7,0,0
2025-07-31,09:00:00,WBD,7,0,0
2025-07-01,10:00:00,PRIVATE,7,0,1
2025-07-02,10:00:00,PRIVATE,7,0,1
2025-07-03,10:00:00,H,7,0,0
2025-07-03,10:00:00,M,7,0,0
2025-07-04,10:00:00,PRIVATE,7,0,1
2025-07-05,10:00:00,H,7,0,0
2025-07-05,10:00:00,M,7,0,0
2025-07-05,10:00:00,WBD,7,0,0
2025-07-06,10:00:00,CANCELLED,7,1,0
2025-07-07,10:00:00,M,7,0,0
2025-07-07,10:00:00,H,7,0,0
2025-07-08,10:00:00,H,7,0,0
2025-07-09,10:00:00,H,7,0,0
2025-07-10,10:00:00,PRIVATE,7,0,1
2025-07-11,10:00:00,H,7,0,0
2025-07-12,10:00:00,M,7,0,0
2025-07-12,10:00:00,WBD,7,0,0
2025-07-12,10:00:00,H,7,0,0
2025-07-12,10:00:00,P,7,0,0
2025-07-13,10:00:00,H,7,0,0
2025-07-13,10:00:00,M,7,0,0
2025-07-13,10:00:00,WBD,7,0,0
2025-07-14,10:00:00,H,7,0,0
2025-07-14,10:00:00,WBD,7,0,0
2025-07-15,10:00:00,H,7,0,0
2025-07-15,10:00:00,M,7,0,0
2025-07-15,10:00:00,HP,7,0,0
2025-07-16,10:00:00,H,7,0,0
2025-07-17,10:00:00,M,7,0,0
2025-07-17,10:00:00,WBD,7,0,0
2025-07-18,10:00:00,PRIVATE,7,0,1
2025-07-19,10:00:00,M,7,0,0
2025-07-19,10:00:00,WBD,7,0,0
2025-07-19,10:00:00,H,7,0,0
2025-07-20,10:00:00,H,7,0,0
2025-07-20,10:00:00,M,7,0,0
2025-07-20,10:00:00,WBD,7,0,0
2025-07-21,10:00:00,H,7,0,0
2025-07-21,10:00:00,M,7,0,0
2025-07-21,10:00:00,WBD,7,0,0
2025-07-22,10:00:00,H,7,0,0
2025-07-22,10:00:00,WBD,7,0,0
2025-07-23,10:00:00,PRIVATE,7,0,1
2025-07-24,10:00:00,CANCELLED,7,1,0
2025-07-25,10:00:00,H,7,0,0
2025-07-25,10:00:00,M,7,0,0
2025-07-26,10:00:00,CANCELLED,7,1,0
2025-07-27,10:00:00,CANCELLED,7,1,0
2025-07-28,10:00:00,PRIVATE,7,0,1
2025-07-29,10:00:00,PRIVATE,7,0,1
2025-07-30,10:00:00,CANCELLED,7,1,0
2025-07-31,10:00:00,H,7,0,0
2025-07-31,10:00:00,WBD,7,0,0
2025-07-31,10:00:00,F,7,0,0
2025-07-01,13:00:00,H!,7,0,0
2025-07-01,13:00:00,WBD,7,0,0
2025-07-01,13:00:00,M,7,0,0
2025-07-02,13:00:00,H,7,0,0
2025-07-03,13:00:00,H,7,0,0
2025-07-03,13:00:00,M,7,0,0
2025-07-03,13:00:00,WBD,7,0,0
2025-07-04,13:00:00,H,7,0,0
2025-07-04,13:00:00,WBD,7,0,0
2025-07-05,13:00:00,H,7,0,0
2025-07-05,13:00:00,M,7,0,0
2025-07-05,13:00:00,WBD,7,0,0
2025-07-06,13:00:00,H,7,0,0
2025-07-07,13:00:00,M,7,0,0
2025-07-07,13:00:00,H,7,0,0
2025-07-08,13:00:00,H,7,0,0
2025-07-09,13:00:00,H!,7,0,0
2025-07-09,13:00:00,WBD,7,0,0
2025-07-09,13:00:00,M,7,0,0
2025-07-10,13:00:00,H,7,0,0
2025-07-10,13:00:00,M,7,0,0
2025-07-10,13:00:00,WBD,7,0,0
2025-07-11,13:00:00,M,7,0,0
2025-07-11,13:00:00,H!,7,0,0
2025-07-12,13:00:00,H!,7,0,0
2025-07-12,13:00:00,M,7,0,0
2025-07-13,13:00:00,H,7,0,0
2025-07-14,13:00:00,H,7,0,0
2025-07-14,13:00:00,M,7,0,0
2025-07-14,13:00:00,WBD,7,0,0
2025-07-15,13:00:00,H,7,0,0
2025-07-15,13:00:00,M,7,0,0
2025-07-16,13:00:00,H,7,0,0
2025-07-16,13:00:00,M,7,0,0
2025-07-16,13:00:00,WBD,7,0,0
2025-07-17,13:00:00,M,7,0,0
2025-07-17,13:00:00,WBD,7,0,0
2025-07-18,13:00:00,H,7,0,0
2025-07-18,13:00:00,M,7,0,0
2025-07-18,13:00:00,WBD,7,0,0
2025-07-19,13:00:00,H,7,0,0
2025-07-19,13:00:00,M,7,0,0
2025-07-19,13:00:00,WBD,7,0,0
2025-07-20,13:00:00,H,7,0,0
2025-07-20,13:00:00,M,7,0,0
2025-07-20,13:00:00,WBD,7,0,0
2025-07-20,13:00:00,P,7,0,0
2025-07-21,13:00:00,H,7,0,0
2025-07-21,13:00:00,M,7,0,0
2025-07-21,13:00:00,WBD,7,0,0
2025-07-22,13:00:00,H,7,0,0
2025-07-22,13:00:00,M,7,0,0
2025-07-22,13:00:00,WBD,7,0,0
2025-07-23,13:00:00,H,7,0,0
2025-07-23,13:00:00,M,7,0,0
2025-07-23,13:00:00,WBD,7,0,0
2025-07-24,13:00:00,H,7,0,0
2025-07-24,13:00:00,WBD,7,0,0
2025-07-24,13:00:00,M,7,0,0
2025-07-25,13:00:00,H,7,0,0
2025-07-25,13:00:00,M,7,0,0
2025-07-25,13:00:00,WBD,7,0,0
2025-07-26,13:00:00,H,7,0,0
2025-07-26,13:00:00,M,7,0,0
2025-07-27,13:00:00,CANCELLED,7,1,0
2025-07-28,13:00:00,H,7,0,0
2025-07-28,13:00:00,M,7,0,0
2025-07-28,13:00:00,WBD,7,0,0
2025-07-28,13:00:00,HP,7,0,0
2025-07-29,13:00:00,H,7,0,0
2025-07-29,13:00:00,M,7,0,0
2025-07-30,13:00:00,H,7,0,0
2025-07-31,13:00:00,M,7,0,0
2025-07-31,13:00:00,WBD,7,0,0
2025-07-31,13:00:00,H,7,0,0
2025-07-31,13:00:00,F,7,0,0
2025-07-01,14:00:00,H!,7,0,0
2025-07-01,14:00:00,M,7,0,0
2025-07-02,14:00:00,PRIVATE,7,0,1
2025-07-03,14:00:00,H,7,0,0
2025-07-03,14:00:00,M,7,0,0
2025-07-03,14:00:00,WBD,7,0,0
2025-07-04,14:00:00,H,7,0,0
2025-07-04,14:00:00,M,7,0,0
2025-07-04,14:00:00,WBD,7,0,0
2025-07-05,14:00:00,PRIVATE,7,0,1
2025-07-06,14:00:00,CANCELLED,7,1,0
2025-07-07,14:00:00,CANCELLED,7,1,0
2025-07-08,14:00:00,H,7,0,0
2025-07-09,14:00:00,H,7,0,0
2025-07-09,14:00:00,M,7,0,0
2025-07-10,14:00:00,H,7,0,0
2025-07-10,14:00:00,M,7,0,0
2025-07-10,14:00:00,WBD,7,0,0
2025-07-11,14:00:00,PRIVATE,7,0,1
2025-07-12,14:00:00,H!,7,0,0
2025-07-12,14:00:00,M,7,0,0
2025-07-12,14:00:00,WBD,7,0,0
2025-07-13,14:00:00,H,7,0,0
2025-07-14,14:00:00,H,7,0,0
2025-07-15,14:00:00,H,7,0,0
2025-07-15,14:00:00,M,7,0,0
2025-07-15,14:00:00,WBD,7,0,0
2025-07-16,14:00:00,PRIVATE,7,0,1
2025-07-17,14:00:00,H,7,0,0
2025-07-17,14:00:00,WBD,7,0,0
2025-07-18,14:00:00,M,7,0,0
2025-07-18,14:00:00,H,7,0,0
2025-07-18,14:00:00,WBD,7,0,0
2025-07-19,14:00:00,PRIVATE,7,0,1
2025-07-20,14:00:00,H,7,0,0
2025-07-20,14:00:00,M,7,0,0
2025-07-20,14:00:00,WBD,7,0,0
2025-07-21,14:00:00,H,7,0,0
2025-07-21,14:00:00,M,7,0,0
2025-07-21,14:00:00,WBD,7,0,0
2025-07-22,14:00:00,PRIVATE,7,0,1
2025-07-23,14:00:00,H,7,0,0
2025-07-23,14:00:00,M,7,0,0
2025-07-23,14:00:00,WBD,7,0,0
2025-07-24,14:00:00,H,7,0,0
2025-07-24,14:00:00,M,7,0,0
2025-07-24,14:00:00,WBD,7,0,0
2025-07-25,14:00:00,PRIVATE,7,0,1
2025-07-26,14:00:00,PRIVATE,7,0,1
2025-07-27,14:00:00,CANCELLED,7,1,0
2025-07-28,14:00:00,CANCELLED,7,1,0
2025-07-29,14:00:00,PRIVATE,7,0,1
2025-07-30,14:00:00,PRIVATE,7,0,1
2025-07-31,14:00:00,H,7,0,0
2025-07-31,14:00:00,WBD,7,0,0
2025-07-31,14:00:00,M,7,0,0
2025-07-31,14:00:00,F,7,0,0
2025-07-01,17:00:00,H,7,0,0
2025-07-01,17:00:00,M,7,0,0
2025-07-01,17:00:00,WBD,7,0,0
2025-07-02,17:00:00,H,7,0,0
2025-07-03,17:00:00,H!,7,0,0
2025-07-03,17:00:00,M,7,0,0
2025-07-03,17:00:00,WBD,7,0,0
2025-07-04,17:00:00,H!,7,0,0
2025-07-04,17:00:00,M,7,0,0
2025-07-04,17:00:00,WBD,7,0,0
2025-07-05,17:00:00,H,7,0,0
2025-07-05,17:00:00,M,7,0,0
2025-07-06,17:00:00,CANCELLED,7,1,0
2025-07-07,17:00:00,CANCELLED,7,1,0
2025-07-08,17:00:00,H,7,0,0
2025-07-09,17:00:00,H,7,0,0
2025-07-09,17:00:00,H!,7,0,0
2025-07-09,17:00:00,M,7,0,0
2025-07-09,17:00:00,WBD,7,0,0
2025-07-10,17:00:00,?,7,0,0
2025-07-11,17:00:00,H!,7,0,0
2025-07-11,17:00:00,M,7,0,0
2025-07-11,17:00:00,WBD,7,0,0
2025-07-12,17:00:00,H,7,0,0
2025-07-12,17:00:00,M,7,0,0
2025-07-12,17:00:00,WBD,7,0,0
2025-07-13,17:00:00,H,7,0,0
2025-07-13,17:00:00,WBD,7,0,0
2025-07-14,17:00:00,H,7,0,0
2025-07-14,17:00:00,M,7,0,0
2025-07-14,17:00:00,WBD,7,0,0
2025-07-15,17:00:00,CANCELLED,7,1,0
2025-07-16,17:00:00,(On,7,0,0
2025-07-16,17:00:00,Arctic,7,0,0
2025-07-16,17:00:00,Rose),7,0,0
2025-07-17,17:00:00,H,7,0,0
2025-07-17,17:00:00,M,7,0,0
2025-07-18,17:00:00,M,7,0,0
2025-07-18,17:00:00,H,7,0,0
2025-07-18,17:00:00,WBD,7,0,0
2025-07-19,17:00:00,M,7,0,0
2025-07-19,17:00:00,H,7,0,0
2025-07-19,17:00:00,WBD,7,0,0
2025-07-20,17:00:00,H,7,0,0
2025-07-20,17:00:00,M,7,0,0
2025-07-20,17:00:00,P,7,0,0
2025-07-20,17:00:00,WBD,7,0,0
2025-07-21,17:00:00,H,7,0,0
2025-07-21,17:00:00,M,7,0,0
2025-07-21,17:00:00,WBD,7,0,0
2025-07-22,17:00:00,(On,7,0,0
2025-07-22,17:00:00,Arctic,7,0,0
2025-07-22,17:00:00,Rose),7,0,0
2025-07-23,17:00:00,H,7,0,0
2025-07-23,17:00:00,M,7,0,0
2025-07-23,17:00:00,WBD,7,0,0
2025-07-24,17:00:00,H,7,0,0
2025-07-24,17:00:00,M,7,0,0
2025-07-24,17:00:00,WBD,7,0,0
2025-07-25,17:00:00,H,7,0,0
2025-07-25,17:00:00,M,7,0,0
2025-07-26,17:00:00,M,7,0,0
2025-07-26,17:00:00,H,7,0,0
2025-07-26,17:00:00,WBD,7,0,0
2025-07-27,17:00:00,CANCELLED,7,1,0
2025-07-28,17:00:00,CANCELLED,7,1,0
2025-07-29,17:00:00,H,7,0,0
2025-07-29,17:00:00,M,7,0,0
2025-07-30,17:00:00,H,7,0,0
2025-07-31,17:00:00,H,7,0,0
2025-07-31,17:00:00,M,7,0,0
2025-07-01,21:00:00,PRIVATE,7,0,1
2025-07-02,21:00:00,H,7,0,0
2025-07-03,21:00:00,H,7,0,0
2025-07-03,21:00:00,M,7,0,0
2025-07-04,21:00:00,H!,7,0,0
2025-07-04,21:00:00,WBD,7,0,0
2025-07-04,21:00:00,M,7,0,0
2025-07-05,21:00:00,EK,7,0,0
2025-07-06,21:00:00,CANCELLED,7,1,0
2025-07-07,21:00:00,CANCELLED,7,1,0
2025-07-08,21:00:00,CANCELLED,7,1,0
2025-07-09,21:00:00,CANCELLED,7,1,0
2025-07-10,21:00:00,CANCELLED,7,1,0
2025-07-11,21:00:00,H,7,0,0
2025-07-12,21:00:00,PRIVATE,7,0,1
2025-07-13,21:00:00,H,7,0,0
2025-07-13,21:00:00,WBD,7,0,0
2025-07-13,21:00:00,M,7,0,0
2025-07-14,21:00:00,H,7,0,0
2025-07-14,21:00:00,M,7,0,0
2025-07-14,21:00:00,WBD,7,0,0
2025-07-15,21:00:00,H!,7,0,0
2025-07-15,21:00:00,M,7,0,0
2025-07-15,21:00:00,WBD,7,0,0
2025-07-16,21:00:00,CANCELLED,7,1,0
2025-07-17,21:00:00,CANCELLED,7,1,0
2025-07-18,21:00:00,CANCELLED,7,1,0
2025-07-19,21:00:00,H,7,0,0
2025-07-20,21:00:00,PRIVATE,7,0,1
2025-07-21,21:00:00,H,7,0,0
2025-07-21,21:00:00,M,7,0,0
2025-07-21,21:00:00,WBD,7,0,0
2025-07-22,21:00:00,CANCELLED,7,1,0
2025-07-23,21:00:00,H,7,0,0
2025-07-23,21:00:00,M,7,0,0
2025-07-23,21:00:00,WBD,7,0,0
2025-07-24,21:00:00,H,7,0,0
2025-07-24,21:00:00,M,7,0,0
2025-07-24,21:00:00,WBD,7,0,0
2025-07-25,21:00:00,PRIVATE,7,0,1
2025-07-26,21:00:00,CANCELLED,7,1,0
2025-07-27,21:00:00,CANCELLED,7,1,0
2025-07-28,21:00:00,CANCELLED,7,1,0
2025-07-29,21:00:00,CANCELLED,7,1,0
2025-07-30,21:00:00,CANCELLED,7,1,0
2025-07-31,21:00:00,H,7,0,0
2025-07-31,21:00:00,M,7,0,0
2025-08-01,09:00:00,H,8,0,0
2025-08-01,09:00:00,M,8,0,0
2025-08-02,09:00:00,CANCELLED,8,1,0
2025-08-03,09:00:00,CANCELLED,8,1,0
2025-08-04,09:00:00,M,8,0,0
2025-08-04,09:00:00,H,8,0,0
2025-08-04,09:00:00,F,8,0,0
2025-08-05,09:00:00,H,8,0,0
2025-08-05,09:00:00,M,8,0,0
2025-08-06,09:00:00,F,8,0,0
2025-08-06,09:00:00,M,8,0,0
2025-08-06,09:00:00,H,8,0,0
2025-08-07,09:00:00,H,8,0,0
2025-08-07,09:00:00,M,8,0,0
2025-08-07,09:00:00,WBD,8,0,0
2025-08-08,09:00:00,CANCELLED,8,1,0
2025-08-09,09:00:00,H,8,0,0
2025-08-09,09:00:00,M,8,0,0
2025-08-09,09:00:00,WBD,8,0,0
2025-08-10,09:00:00,H,8,0,0
2025-08-10,09:00:00,M,8,0,0
2025-08-10,09:00:00,WBD,8,0,0
2025-08-11,09:00:00,H,8,0,0
2025-08-11,09:00:00,M,8,0,0
2025-08-12,09:00:00,H,8,0,0
2025-08-12,09:00:00,M,8,0,0
2025-08-12,09:00:00,WBD,8,0,0
2025-08-13,09:00:00,H,8,0,0
2025-08-13,09:00:00,M,8,0,0
2025-08-13,09:00:00,WBD,8,0,0
2025-08-14,09:00:00,H,8,0,0
2025-08-14,09:00:00,M,8,0,0
2025-08-14,09:00:00,WBD,8,0,0
2025-08-15,09:00:00,M,8,0,0
2025-08-15,09:00:00,H,8,0,0
2025-08-16,09:00:00,CANCELLED,8,1,0
2025-08-17,09:00:00,CANCELLED,8,1,0
2025-08-18,09:00:00,H,8,0,0
2025-08-18,09:00:00,M,8,0,0
2025-08-18,09:00:00,WBD,8,0,0
2025-08-18,09:00:00,P,8,0,0
2025-08-19,09:00:00,H,8,0,0
2025-08-19,09:00:00,M,8,0,0
2025-08-19,09:00:00,WBD,8,0,0
2025-08-19,09:00:00,P,8,0,0
2025-08-20,09:00:00,H,8,0,0
2025-08-20,09:00:00,M,8,0,0
2025-08-21,09:00:00,H,8,0,0
2025-08-21,09:00:00,M,8,0,0
2025-08-21,09:00:00,WBD,8,0,0
2025-08-22,09:00:00,H,8,0,0
2025-08-22,09:00:00,M,8,0,0
2025-08-23,09:00:00,H,8,0,0
2025-08-23,09:00:00,M,8,0,0
2025-08-24,09:00:00,H,8,0,0
2025-08-24,09:00:00,M,8,0,0
2025-08-24,09:00:00,WBD,8,0,0
2025-08-25,09:00:00,H,8,0,0
2025-08-25,09:00:00,M,8,0,0
2025-08-26,09:00:00,H,8,0,0
2025-08-26,09:00:00,M,8,0,0
2025-08-26,09:00:00,WBD,8,0,0
2025-08-27,09:00:00,H,8,0,0
2025-08-27,09:00:00,M,8,0,0
2025-08-27,09:00:00,WBD,8,0,0
2025-08-28,09:00:00,H,8,0,0
2025-08-28,09:00:00,M,8,0,0
2025-08-28,09:00:00,WBD,8,0,0
2025-08-28,09:00:00,P,8,0,0
2025-08-29,09:00:00,H,8,0,0
2025-08-29,09:00:00,M,8,0,0
2025-08-29,09:00:00,WBD,8,0,0
2025-08-29,09:00:00,P,8,0,0
2025-08-30,09:00:00,M,8,0,0
2025-08-30,09:00:00,H,8,0,0
2025-08-30,09:00:00,P,8,0,0
2025-08-31,09:00:00,M,8,0,0
2025-08-01,10:00:00,H,8,0,0
2025-08-01,10:00:00,M,8,0,0
2025-08-02,10:00:00,CANCELLED,8,1,0
2025-08-03,10:00:00,CANCELLED,8,1,0
2025-08-04,10:00:00,M,8,0,0
2025-08-04,10:00:00,H,8,0,0
2025-08-04,10:00:00,F,8,0,0
2025-08-05,10:00:00,H,8,0,0
2025-08-05,10:00:00,M,8,0,0
2025-08-06,10:00:00,M,8,0,0
2025-08-06,10:00:00,H,8,0,0
2025-08-07,10:00:00,H!,8,0,0
2025-08-07,10:00:00,M,8,0,0
2025-08-08,10:00:00,CANCELLED,8,1,0
2025-08-09,10:00:00,H,8,0,0
2025-08-10,10:00:00,H,8,0,0
2025-08-10,10:00:00,M,8,0,0
2025-08-11,10:00:00,H,8,0,0
2025-08-11,10:00:00,M,8,0,0
2025-08-12,10:00:00,H,8,0,0
2025-08-12,10:00:00,WBD,8,0,0
2025-08-12,10:00:00,M,8,0,0
2025-08-13,10:00:00,H,8,0,0
2025-08-13,10:00:00,M,8,0,0
2025-08-13,10:00:00,WBD,8,0,0
2025-08-14,10:00:00,H,8,0,0
2025-08-14,10:00:00,WBD,8,0,0
2025-08-15,10:00:00,H,8,0,0
2025-08-15,10:00:00,M,8,0,0
2025-08-15,10:00:00,WBD,8,0,0
2025-08-16,10:00:00,CANCELLED,8,1,0
2025-08-17,10:00:00,CANCELLED,8,1,0
2025-08-18,10:00:00,H,8,0,0
2025-08-18,10:00:00,M,8,0,0
2025-08-18,10:00:00,WBD,8,0,0
2025-08-19,10:00:00,H,8,0,0
2025-08-19,10:00:00,M,8,0,0
2025-08-19,10:00:00,WBD,8,0,0
2025-08-20,10:00:00,H,8,0,0
2025-08-20,10:00:00,M,8,0,0
2025-08-20,10:00:00,WBD,8,0,0
2025-08-21,10:00:00,H!,8,0,0
2025-08-21,10:00:00,M,8,0,0
2025-08-21,10:00:00,WBD,8,0,0
2025-08-21,10:00:00,P,8,0,0
2025-08-22,10:00:00,PRIVATE,8,0,1
2025-08-23,10:00:00,PRIVATE,8,0,1
2025-08-24,10:00:00,H,8,0,0
2025-08-24,10:00:00,M,8,0,0
2025-08-25,10:00:00,H,8,0,0
2025-08-25,10:00:00,M,8,0,0
2025-08-26,10:00:00,CANCELLED,8,1,0
2025-08-27,10:00:00,PRIVATE,8,0,1
2025-08-28,10:00:00,H,8,0,0
2025-08-28,10:00:00,M,8,0,0
2025-08-28,10:00:00,WBD,8,0,0
2025-08-29,10:00:00,H,8,0,0
2025-08-29,10:00:00,M,8,0,0
2025-08-29,10:00:00,P,8,0,0
2025-08-30,10:00:00,PRIVATE,8,0,1
2025-08-31,10:00:00,PRIVATE,8,0,1
2025-08-01,13:00:00,H,8,0,0
2025-08-01,13:00:00,M,8,0,0
2025-08-02,13:00:00,CANCELLED,8,1,0
2025-08-03,13:00:00,CANCELLED,8,1,0
2025-08-04,13:00:00,M,8,0,0
2025-08-04,13:00:00,H,8,0,0
2025-08-04,13:00:00,F,8,0,0
2025-08-05,13:00:00,H,8,0,0
2025-08-05,13:00:00,M,8,0,0
2025-08-05,13:00:00,WBD,8,0,0
2025-08-06,13:00:00,H,8,0,0
2025-08-06,13:00:00,M,8,0,0
2025-08-06,13:00:00,WBD,8,0,0
2025-08-07,13:00:00,H!,8,0,0
2025-08-07,13:00:00,H,8,0,0
2025-08-07,13:00:00,M,8,0,0
2025-08-07,13:00:00,WBD,8,0,0
2025-08-07,13:00:00,P,8,0,0
2025-08-08,13:00:00,CANCELLED,8,1,0
2025-08-09,13:00:00,H,8,0,0
2025-08-09,13:00:00,M,8,0,0
2025-08-09,13:00:00,WBD,8,0,0
2025-08-10,13:00:00,H,8,0,0
2025-08-10,13:00:00,M,8,0,0
2025-08-11,13:00:00,H,8,0,0
2025-08-11,13:00:00,M,8,0,0
2025-08-11,13:00:00,WBD,8,0,0
2025-08-12,13:00:00,H,8,0,0
2025-08-12,13:00:00,M,8,0,0
2025-08-12,13:00:00,WBD,8,0,0
2025-08-13,13:00:00,H,8,0,0
2025-08-13,13:00:00,M,8,0,0
2025-08-14,13:00:00,H,8,0,0
2025-08-14,13:00:00,M,8,0,0
2025-08-14,13:00:00,WBD,8,0,0
2025-08-15,13:00:00,H,8,0,0
2025-08-15,13:00:00,M,8,0,0
2025-08-16,13:00:00,H,8,0,0
2025-08-16,13:00:00,M,8,0,0
2025-08-16,13:00:00,WBD,8,0,0
2025-08-17,13:00:00,H!,8,0,0
2025-08-17,13:00:00,M,8,0,0
2025-08-18,13:00:00,H,8,0,0
2025-08-18,13:00:00,M,8,0,0
2025-08-18,13:00:00,WBD,8,0,0
2025-08-19,13:00:00,H,8,0,0
2025-08-19,13:00:00,M,8,0,0
2025-08-19,13:00:00,WBD,8,0,0
2025-08-19,13:00:00,P,8,0,0
2025-08-20,13:00:00,M,8,0,0
2025-08-20,13:00:00,WBD,8,0,0
2025-08-21,13:00:00,H,8,0,0
2025-08-21,13:00:00,M,8,0,0
2025-08-21,13:00:00,WBD,8,0,0
2025-08-22,13:00:00,EK,8,0,0
2025-08-23,13:00:00,CANCELLED,8,1,0
2025-08-24,13:00:00,H,8,0,0
2025-08-24,13:00:00,M,8,0,0
2025-08-24,13:00:00,WBD,8,0,0
2025-08-25,13:00:00,H,8,0,0
2025-08-25,13:00:00,M,8,0,0
2025-08-26,13:00:00,H,8,0,0
2025-08-26,13:00:00,M,8,0,0
2025-08-26,13:00:00,WBD,8,0,0
2025-08-26,13:00:00,P,8,0,0
2025-08-27,13:00:00,H,8,0,0
2025-08-27,13:00:00,M,8,0,0
2025-08-27,13:00:00,P,8,0,0
2025-08-28,13:00:00,H,8,0,0
2025-08-28,13:00:00,M,8,0,0
2025-08-28,13:00:00,WBD,8,0,0
2025-08-29,13:00:00,H,8,0,0
2025-08-29,13:00:00,P,8,0,0
2025-08-30,13:00:00,H,8,0,0
2025-08-30,13:00:00,M,8,0,0
2025-08-30,13:00:00,WBD,8,0,0
2025-08-31,13:00:00,M,8,0,0
2025-08-31,13:00:00,H,8,0,0
2025-08-31,13:00:00,P,8,0,0
2025-08-01,14:00:00,H,8,0,0
2025-08-01,14:00:00,M,8,0,0
2025-08-02,14:00:00,CANCELLED,8,1,0
2025-08-03,14:00:00,CANCELLED,8,1,0
2025-08-04,14:00:00,H,8,0,0
2025-08-04,14:00:00,M,8,0,0
